comentario,nota,responsavel,comentario_tokenizado
"O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em usabilidade.",7,Serviços,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.']"
"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em relatórios. probelma vcs",10,Suporte,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'limite', 'ficou', 'mais', 'simples', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'relatórios', '.', 'probelma', 'vcs']"
"Consegui fazer transferência, mas depois apareceu erro em integração. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações.",5,Serviços,"['Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
"Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Depois da atualização dashboard ficou mais simples. msg ploblema qdo",8,Pós-venda,"['Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'onboarding', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'dashboard', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'msg', 'ploblema', 'qdo']"
Tentei baixar relatório e API travou duas vezes. O suporte pediu novamente as mesmas informações.,8,Pós-venda,"['Tentei', 'baixar', 'relatório', 'e', 'API', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.,2,Produto,"['Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
Sem comentários.,10,Produto,"['Sem', 'comentários', '.']"
Nada a declarar.,4,Geral,"['Nada', 'a', 'declarar', '.']"
"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. integração demorou para responder. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em chat. qdo demoro vcs",6,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'integração', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.', 'qdo', 'demoro', 'vcs']"
"Consegui emitir boleto, mas depois apareceu erro em cadastro. pagamentos demorou para responder. Recebi erro enquanto tentava emitir boleto. platafroma demoro",3,Pós-venda,"['Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'pagamentos', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'platafroma', 'demoro']"
"Consegui baixar relatório, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações.",0,Produto,"['Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
"Consegui emitir boleto, mas depois apareceu erro em cartão virtual. notificações demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e notificações travou duas vezes. demoro bugou",10,Serviços,"['Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'notificações', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Tentei', 'emitir', 'boleto', 'e', 'notificações', 'travou', 'duas', 'vezes', '.', 'demoro', 'bugou']"
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples. Consegui consultar limite, mas depois apareceu erro em pagamentos. sitema",7,Pós-venda,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'sitema']"
"Precisei repetir algumas etapas para concluir. Tentei consultar saldo e dashboard travou duas vezes. dashboard demorou para responder. Consegui consultar saldo, mas depois apareceu erro em notificações.",9,Serviços,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Tentei', 'consultar', 'saldo', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.', 'dashboard', 'demorou', 'para', 'responder', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.']"
Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação.,4,Produto,"['Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei baixar relatório e extrato travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. atendimnto vcs",1,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'baixar', 'relatório', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'atendimnto', 'vcs']"
"Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",6,Pós-venda,"['Tentei', 'baixar', 'relatório', 'e', 'onboarding', 'travou', 'duas', 'vezes', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'login', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
"Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e API travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum",3,Serviços,"['Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'Tentei', 'baixar', 'relatório', 'e', 'API', 'travou', 'duas', 'vezes', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'naum']"
usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples.,3,Produto,"['usabilidade', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'usabilidade', 'ficou', 'mais', 'simples', '.']"
O carregamento dos relatórios demorou. limite demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações.,4,Suporte,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'limite', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei consultar limite e integração travou duas vezes. integração demorou para responder.,1,Geral,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'consultar', 'limite', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'integração', 'demorou', 'para', 'responder', '.']"
O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples. O atendimento resolveu rápido a solicitação. limite demorou para responder. O suporte pediu novamente as mesmas informações.,9,Geral,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'limite', 'ficou', 'mais', 'simples', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'limite', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
As notificações chegaram atrasadas. Tentei consultar limite e performance travou duas vezes. O atendimento resolveu rápido a solicitação.,5,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Tentei', 'consultar', 'limite', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
Tentei fazer transferência e cadastro travou duas vezes. cadastro demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,6,Serviços,"['Tentei', 'fazer', 'transferência', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
login demorou para responder. Recebi erro enquanto tentava fazer transferência. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. sitema travano vcs,8,Produto,"['login', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'sitema', 'travano', 'vcs']"
"Tentei baixar relatório e cartão virtual travou duas vezes. Recebi erro enquanto tentava baixar relatório. Consegui baixar relatório, mas depois apareceu erro em extrato. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. cartão virtual demorou para responder.",10,Geral,"['Tentei', 'baixar', 'relatório', 'e', 'cartão', 'virtual', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'extrato', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'cartão', 'virtual', 'demorou', 'para', 'responder', '.']"
integração demorou para responder. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e integração travou duas vezes. Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir.,6,Serviços,"['integração', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'emitir', 'boleto', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
"notificações demorou para responder. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Tentei consultar limite e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em relatórios.",5,Suporte,"['notificações', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'consultar', 'limite', 'e', 'notificações', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'relatórios', '.']"
O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e limite travou duas vezes. Depois da atualização limite ficou mais simples. limite demorou para responder. O atendimento resolveu rápido a solicitação.,9,Suporte,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'limite', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'limite', 'ficou', 'mais', 'simples', '.', 'limite', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
"Depois da atualização pagamentos ficou mais simples. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir.",5,Suporte,"['Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. bugou qdo demoro,6,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'bugou', 'qdo', 'demoro']"
"Consegui integrar sistema, mas depois apareceu erro em chat. O suporte pediu novamente as mesmas informações. notificações demorou para responder.",4,Serviços,"['Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'notificações', 'demorou', 'para', 'responder', '.']"
Sem opinião.,10,Geral,"['Sem', 'opinião', '.']"
"dashboard demorou para responder. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.",5,Suporte,"['dashboard', 'demorou', 'para', 'responder', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
"O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em API. Tentei atualizar cadastro e onboarding travou duas vezes. travano",8,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'API', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'onboarding', 'travou', 'duas', 'vezes', '.', 'travano']"
