comentario,nota,responsavel,comentario_normalizado
"O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em API. Tentei atualizar cadastro e onboarding travou duas vezes. travano",8,Produto,o suporte pediu novamente as mesmas informacoes o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava atualizar cadastro consegui atualizar cadastro mas depois apareceu erro em api tentei atualizar cadastro e onboarding travou duas vezes travano
As notificações chegaram atrasadas. Tentei integrar sistema e integração travou duas vezes. platafroma,6,Serviços,as notificacoes chegaram atrasadas tentei integrar sistema e integracao travou duas vezes platafroma
"Consegui integrar sistema, mas depois apareceu erro em onboarding. Depois da atualização cartão virtual ficou mais simples. atendimnto demoro probelma",10,Produto,consegui integrar sistema mas depois apareceu erro em onboarding depois da atualizacao cartao virtual ficou mais simples atendimnto demoro probelma
Recebi erro enquanto tentava atualizar cadastro. usabilidade demorou para responder. Tentei atualizar cadastro e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. O carregamento dos relatórios demorou.,10,Serviços,recebi erro enquanto tentava atualizar cadastro usabilidade demorou para responder tentei atualizar cadastro e usabilidade travou duas vezes depois da atualizacao usabilidade ficou mais simples o carregamento dos relatorios demorou
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. API demorou para responder. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",3,Suporte,o carregamento dos relatorios demorou as notificacoes chegaram atrasadas api demorou para responder consegui baixar relatorio mas depois apareceu erro em cartao virtual
"Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em login.",9,Geral,depois da atualizacao pagamentos ficou mais simples precisei repetir algumas etapas para concluir consegui integrar sistema mas depois apareceu erro em login
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. platafroma,10,Suporte,as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes platafroma
"Consegui consultar saldo, mas depois apareceu erro em login. chat demorou para responder. Precisei repetir algumas etapas para concluir. Tentei consultar saldo e chat travou duas vezes.",3,Suporte,consegui consultar saldo mas depois apareceu erro em login chat demorou para responder precisei repetir algumas etapas para concluir tentei consultar saldo e chat travou duas vezes
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações.,9,Produto,precisei repetir algumas etapas para concluir tentei integrar sistema e onboarding travou duas vezes o suporte pediu novamente as mesmas informacoes
integração demorou para responder. Tentei emitir boleto e integração travou duas vezes. demoro,2,Suporte,integracao demorou para responder tentei emitir boleto e integracao travou duas vezes demoro
"Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Depois da atualização API ficou mais simples. Consegui consultar limite, mas depois apareceu erro em performance. API demorou para responder. O suporte pediu novamente as mesmas informações.",2,Produto,recebi erro enquanto tentava consultar limite precisei repetir algumas etapas para concluir depois da atualizacao api ficou mais simples consegui consultar limite mas depois apareceu erro em performance api demorou para responder o suporte pediu novamente as mesmas informacoes
"Tentei atualizar cadastro e login travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em performance.",3,Produto,tentei atualizar cadastro e login travou duas vezes precisei repetir algumas etapas para concluir depois da atualizacao login ficou mais simples as notificacoes chegaram atrasadas consegui atualizar cadastro mas depois apareceu erro em performance
Normal.,7,Suporte,normal
Regular.,2,Produto,regular
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. travano naum probelma,9,Serviços,o carregamento dos relatorios demorou as notificacoes chegaram atrasadas recebi erro enquanto tentava atualizar cadastro precisei repetir algumas etapas para concluir o atendimento resolveu rapido a solicitacao travano naum probelma
Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. onboarding demorou para responder. O carregamento dos relatórios demorou. travano,3,Produto,recebi erro enquanto tentava consultar limite o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas onboarding demorou para responder o carregamento dos relatorios demorou travano
Normal.,1,Pós-venda,normal
"Tentei fazer transferência e extrato travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em integração. sitema qdo ploblema",1,Suporte,tentei fazer transferencia e extrato travou duas vezes o carregamento dos relatorios demorou o atendimento resolveu rapido a solicitacao depois da atualizacao extrato ficou mais simples precisei repetir algumas etapas para concluir consegui fazer transferencia mas depois apareceu erro em integracao sitema qdo ploblema
"Consegui fazer transferência, mas depois apareceu erro em notificações. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. demoro probelma",5,Serviços,consegui fazer transferencia mas depois apareceu erro em notificacoes recebi erro enquanto tentava fazer transferencia o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes demoro probelma
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e onboarding travou duas vezes. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,8,Geral,o suporte pediu novamente as mesmas informacoes tentei consultar saldo e onboarding travou duas vezes onboarding demorou para responder depois da atualizacao onboarding ficou mais simples o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas
chat demorou para responder. Tentei consultar limite e chat travou duas vezes. probelma sitema travano,2,Produto,chat demorou para responder tentei consultar limite e chat travou duas vezes probelma sitema travano
performance demorou para responder. Precisei repetir algumas etapas para concluir.,2,Produto,performance demorou para responder precisei repetir algumas etapas para concluir
Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e cadastro travou duas vezes. ploblema,1,Suporte,depois da atualizacao cadastro ficou mais simples as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava baixar relatorio precisei repetir algumas etapas para concluir tentei baixar relatorio e cadastro travou duas vezes ploblema
As notificações chegaram atrasadas. Tentei consultar saldo e cadastro travou duas vezes. O carregamento dos relatórios demorou. msg,9,Serviços,as notificacoes chegaram atrasadas tentei consultar saldo e cadastro travou duas vezes o carregamento dos relatorios demorou msg
"login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em limite.",4,Serviços,login demorou para responder as notificacoes chegaram atrasadas consegui consultar limite mas depois apareceu erro em limite
Ok.,5,Geral,ok
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei consultar limite e onboarding travou duas vezes. Consegui consultar limite, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou.",7,Produto,as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir o suporte pediu novamente as mesmas informacoes tentei consultar limite e onboarding travou duas vezes consegui consultar limite mas depois apareceu erro em extrato o carregamento dos relatorios demorou
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em extrato. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",9,Suporte,recebi erro enquanto tentava emitir boleto consegui emitir boleto mas depois apareceu erro em extrato as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou
