comentario,nota,responsavel,comentario_sem_stopwords
"Consegui consultar saldo, mas depois apareceu erro em login. chat demorou para responder. Precisei repetir algumas etapas para concluir. Tentei consultar saldo e chat travou duas vezes.",3,Suporte,consegui consultar saldo apareceu erro login chat demorou responder precisei repetir algumas etapas concluir tentei consultar saldo chat travou duas vezes
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações.,9,Produto,precisei repetir algumas etapas concluir tentei integrar onboarding travou duas vezes suporte pediu novamente mesmas informacoes
integração demorou para responder. Tentei emitir boleto e integração travou duas vezes. demoro,2,Suporte,integracao demorou responder tentei emitir boleto integracao travou duas vezes demoro
"Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Depois da atualização API ficou mais simples. Consegui consultar limite, mas depois apareceu erro em performance. API demorou para responder. O suporte pediu novamente as mesmas informações.",2,Produto,recebi erro enquanto tentava consultar limite precisei repetir algumas etapas concluir atualizacao api ficou simples consegui consultar limite apareceu erro performance api demorou responder suporte pediu novamente mesmas informacoes
"Tentei atualizar cadastro e login travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em performance.",3,Produto,tentei atualizar cadastro login travou duas vezes precisei repetir algumas etapas concluir atualizacao login ficou simples notificacoes chegaram atrasadas consegui atualizar cadastro apareceu erro performance
Normal.,7,Suporte,normal
Regular.,2,Produto,regular
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. travano naum probelma,9,Serviços,carregamento relatorios demorou notificacoes chegaram atrasadas recebi erro enquanto tentava atualizar cadastro precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao travano naum probelma
Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. onboarding demorou para responder. O carregamento dos relatórios demorou. travano,3,Produto,recebi erro enquanto tentava consultar limite atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas onboarding demorou responder carregamento relatorios demorou travano
Normal.,1,Pós-venda,normal
"Tentei fazer transferência e extrato travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em integração. sitema qdo ploblema",1,Suporte,tentei fazer transferencia extrato travou duas vezes carregamento relatorios demorou atendimento resolveu rapido solicitacao atualizacao extrato ficou simples precisei repetir algumas etapas concluir consegui fazer transferencia apareceu erro integracao sitema qdo ploblema
"Consegui fazer transferência, mas depois apareceu erro em notificações. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. demoro probelma",5,Serviços,consegui fazer transferencia apareceu erro notificacoes recebi erro enquanto tentava fazer transferencia atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes demoro probelma
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e onboarding travou duas vezes. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,8,Geral,suporte pediu novamente mesmas informacoes tentei consultar saldo onboarding travou duas vezes onboarding demorou responder atualizacao onboarding ficou simples atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas
chat demorou para responder. Tentei consultar limite e chat travou duas vezes. probelma sitema travano,2,Produto,chat demorou responder tentei consultar limite chat travou duas vezes probelma sitema travano
performance demorou para responder. Precisei repetir algumas etapas para concluir.,2,Produto,performance demorou responder precisei repetir algumas etapas concluir
Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e cadastro travou duas vezes. ploblema,1,Suporte,atualizacao cadastro ficou simples notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes recebi erro enquanto tentava baixar relatorio precisei repetir algumas etapas concluir tentei baixar relatorio cadastro travou duas vezes ploblema
As notificações chegaram atrasadas. Tentei consultar saldo e cadastro travou duas vezes. O carregamento dos relatórios demorou. msg,9,Serviços,notificacoes chegaram atrasadas tentei consultar saldo cadastro travou duas vezes carregamento relatorios demorou msg
"login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em limite.",4,Serviços,login demorou responder notificacoes chegaram atrasadas consegui consultar limite apareceu erro limite
Ok.,5,Geral,ok
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei consultar limite e onboarding travou duas vezes. Consegui consultar limite, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou.",7,Produto,notificacoes chegaram atrasadas precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes tentei consultar limite onboarding travou duas vezes consegui consultar limite apareceu erro extrato carregamento relatorios demorou
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em extrato. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",9,Suporte,recebi erro enquanto tentava emitir boleto consegui emitir boleto apareceu erro extrato notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes carregamento relatorios demorou
O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência.,4,Produto,carregamento relatorios demorou recebi erro enquanto tentava fazer transferencia
Recebi erro enquanto tentava fazer transferência. onboarding demorou para responder. O suporte pediu novamente as mesmas informações. msg travano vcs,5,Suporte,recebi erro enquanto tentava fazer transferencia onboarding demorou responder suporte pediu novamente mesmas informacoes msg travano vcs
"Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. Consegui baixar relatório, mas depois apareceu erro em chat. Tentei baixar relatório e integração travou duas vezes.",10,Suporte,precisei repetir algumas etapas concluir atendimento resolveu rapido solicitacao carregamento relatorios demorou recebi erro enquanto tentava baixar relatorio consegui baixar relatorio apareceu erro chat tentei baixar relatorio integracao travou duas vezes
Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e extrato travou duas vezes. O carregamento dos relatórios demorou. vcs travano,4,Serviços,atualizacao extrato ficou simples precisei repetir algumas etapas concluir tentei emitir boleto extrato travou duas vezes carregamento relatorios demorou vcs travano
O carregamento dos relatórios demorou. Tentei baixar relatório e relatórios travou duas vezes. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. naum msg,1,Geral,carregamento relatorios demorou tentei baixar relatorio relatorios travou duas vezes atualizacao relatorios ficou simples notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes recebi erro enquanto tentava baixar relatorio naum msg
O carregamento dos relatórios demorou. usabilidade demorou para responder. platafroma bugou naum,7,Pós-venda,carregamento relatorios demorou usabilidade demorou responder platafroma bugou naum
O atendimento resolveu rápido a solicitação. Tentei consultar limite e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. usabilidade demorou para responder. sitema ploblema travano,2,Produto,atendimento resolveu rapido solicitacao tentei consultar limite usabilidade travou duas vezes precisei repetir algumas etapas concluir carregamento relatorios demorou usabilidade demorou responder sitema ploblema travano
