comentario,nota,responsavel,pos_tags
O atendimento resolveu rápido a solicitação. Tentei consultar saldo e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar saldo.,9,Geral,"[('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('e', 'CCONJ'), ('cartão', 'NOUN'), ('virtual', 'ADJ'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('.', 'PUNCT')]"
"usabilidade demorou para responder. Consegui consultar limite, mas depois apareceu erro em onboarding. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. atendimnto sitema probelma",5,Serviços,"[('usabilidade', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('limite', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('onboarding', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('atendimnto', 'NOUN'), ('sitema', 'ADJ'), ('probelma', 'ADJ')]"
"Consegui baixar relatório, mas depois apareceu erro em onboarding. Depois da atualização login ficou mais simples. O atendimento resolveu rápido a solicitação. probelma",1,Suporte,"[('Consegui', 'VERB'), ('baixar', 'VERB'), ('relatório', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('onboarding', 'PROPN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('login', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('probelma', 'NOUN')]"
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,3,Suporte,"[('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT')]"
Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. sitema demoro,0,Produto,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('sitema', 'NOUN'), ('demoro', 'ADJ')]"
As notificações chegaram atrasadas. Tentei atualizar cadastro e chat travou duas vezes.,1,Pós-venda,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), ('e', 'CCONJ'), ('chat', 'PROPN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT')]"
As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. bugou,10,Geral,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('bugou', 'VERB')]"
"O carregamento dos relatórios demorou. cartão virtual demorou para responder. Consegui consultar limite, mas depois apareceu erro em extrato. Depois da atualização cartão virtual ficou mais simples.",8,Geral,"[('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('cartão', 'NOUN'), ('virtual', 'ADJ'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('limite', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('extrato', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('cartão', 'ADJ'), ('virtual', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT')]"
"O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples.",2,Produto,"[('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('saldo', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('cartão', 'NOUN'), ('virtual', 'ADJ'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('pagamentos', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT')]"
Recebi erro enquanto tentava baixar relatório. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. travano,7,Serviços,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('baixar', 'VERB'), ('relatório', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('travano', 'ADJ')]"
Recebi erro enquanto tentava baixar relatório. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,3,Suporte,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('baixar', 'VERB'), ('relatório', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('login', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT')]"
"As notificações chegaram atrasadas. Consegui consultar saldo, mas depois apareceu erro em performance. naum platafroma qdo",6,Produto,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('saldo', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('performance', 'NOUN'), ('.', 'PUNCT'), ('naum', 'NOUN'), ('platafroma', 'NOUN'), ('qdo', 'ADP')]"
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O suporte pediu novamente as mesmas informações.,1,Produto,"[('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('integração', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT')]"
"Depois da atualização integração ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em notificações. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei atualizar cadastro e integração travou duas vezes. integração demorou para responder. atendimnto naum",7,Suporte,"[('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('integração', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Consegui', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('notificações', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), ('e', 'CCONJ'), ('integração', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('integração', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('atendimnto', 'NOUN'), ('naum', 'ADJ')]"
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. sitema qdo,2,Suporte,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('sitema', 'NOUN'), ('qdo', 'ADP')]"
"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. Tentei consultar saldo e integração travou duas vezes. integração demorou para responder. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em chat.",6,Suporte,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('integração', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('e', 'CCONJ'), ('integração', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('integração', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('saldo', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('chat', 'NOUN'), ('.', 'PUNCT')]"
"Consegui acompanhar pagamento, mas depois apareceu erro em relatórios. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei acompanhar pagamento e performance travou duas vezes. travano sitema msg",6,Pós-venda,"[('Consegui', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('relatórios', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('e', 'CCONJ'), ('performance', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('travano', 'ADJ'), ('sitema', 'NOUN'), ('msg', 'NUM')]"
"Precisei repetir algumas etapas para concluir. Tentei consultar limite e relatórios travou duas vezes. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em login. Depois da atualização relatórios ficou mais simples.",2,Geral,"[('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('e', 'CCONJ'), ('relatórios', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Consegui', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('login', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('relatórios', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT')]"
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. notificações demorou para responder.,4,Suporte,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('notificações', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT')]"
Achei estranho.,8,Produto,"[('Achei', 'VERB'), ('estranho', 'ADJ'), ('.', 'PUNCT')]"
"Consegui consultar saldo, mas depois apareceu erro em login. Tentei consultar saldo e cadastro travou duas vezes. cadastro demorou para responder. travano vcs",1,Suporte,"[('Consegui', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('login', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('e', 'CCONJ'), ('cadastro', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('cadastro', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('travano', 'ADJ'), ('vcs', 'VERB')]"
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. pagamentos demorou para responder.,3,Produto,"[('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('integrar', 'VERB'), ('sistema', 'NOUN'), ('.', 'PUNCT'), ('pagamentos', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT')]"
"Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Tentei consultar limite e chat travou duas vezes. O atendimento resolveu rápido a solicitação.",0,Suporte,"[('Consegui', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('cadastro', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('e', 'CCONJ'), ('chat', 'PROPN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT')]"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e integração travou duas vezes.,9,Geral,"[('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('e', 'CCONJ'), ('integração', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT')]"
dashboard demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.,6,Produto,"[('dashboard', 'PROPN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT')]"
"Consegui atualizar cadastro, mas depois apareceu erro em cartão virtual. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. demoro bugou",8,Suporte,"[('Consegui', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('cartão', 'NOUN'), ('virtual', 'ADJ'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('demoro', 'NOUN'), ('bugou', 'VERB')]"
Achei estranho.,5,Serviços,"[('Achei', 'VERB'), ('estranho', 'ADJ'), ('.', 'PUNCT')]"
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei atualizar cadastro e pagamentos travou duas vezes. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização pagamentos ficou mais simples. platafroma naum,3,Suporte,"[('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), ('e', 'CCONJ'), ('pagamentos', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('pagamentos', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('platafroma', 'NOUN'), ('naum', 'ADJ')]"
