comentario,nota,responsavel,comentario_original,is_noise,comentario_filtrado
"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em relatórios. probelma vcs",10,Suporte,"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em relatórios. probelma vcs",False,"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização limite ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em relatórios. probelma vcs"
"Consegui fazer transferência, mas depois apareceu erro em integração. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações.",5,Serviços,"Consegui fazer transferência, mas depois apareceu erro em integração. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações.",False,"Consegui fazer transferência, mas depois apareceu erro em integração. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações."
"Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Depois da atualização dashboard ficou mais simples. msg ploblema qdo",8,Pós-venda,"Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Depois da atualização dashboard ficou mais simples. msg ploblema qdo",False,"Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Depois da atualização dashboard ficou mais simples. msg ploblema qdo"
Tentei baixar relatório e API travou duas vezes. O suporte pediu novamente as mesmas informações.,8,Pós-venda,Tentei baixar relatório e API travou duas vezes. O suporte pediu novamente as mesmas informações.,False,Tentei baixar relatório e API travou duas vezes. O suporte pediu novamente as mesmas informações.
Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.,2,Produto,Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.,False,Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.
Sem comentários.,10,Produto,Sem comentários.,True,
Nada a declarar.,4,Geral,Nada a declarar.,True,
"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. integração demorou para responder. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em chat. qdo demoro vcs",6,Suporte,"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. integração demorou para responder. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em chat. qdo demoro vcs",False,"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. integração demorou para responder. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em chat. qdo demoro vcs"
"Consegui emitir boleto, mas depois apareceu erro em cadastro. pagamentos demorou para responder. Recebi erro enquanto tentava emitir boleto. platafroma demoro",3,Pós-venda,"Consegui emitir boleto, mas depois apareceu erro em cadastro. pagamentos demorou para responder. Recebi erro enquanto tentava emitir boleto. platafroma demoro",False,"Consegui emitir boleto, mas depois apareceu erro em cadastro. pagamentos demorou para responder. Recebi erro enquanto tentava emitir boleto. platafroma demoro"
"Consegui baixar relatório, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações.",0,Produto,"Consegui baixar relatório, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações.",False,"Consegui baixar relatório, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações."
"Consegui emitir boleto, mas depois apareceu erro em cartão virtual. notificações demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e notificações travou duas vezes. demoro bugou",10,Serviços,"Consegui emitir boleto, mas depois apareceu erro em cartão virtual. notificações demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e notificações travou duas vezes. demoro bugou",False,"Consegui emitir boleto, mas depois apareceu erro em cartão virtual. notificações demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e notificações travou duas vezes. demoro bugou"
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples. Consegui consultar limite, mas depois apareceu erro em pagamentos. sitema",7,Pós-venda,"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples. Consegui consultar limite, mas depois apareceu erro em pagamentos. sitema",False,"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples. Consegui consultar limite, mas depois apareceu erro em pagamentos. sitema"
"Precisei repetir algumas etapas para concluir. Tentei consultar saldo e dashboard travou duas vezes. dashboard demorou para responder. Consegui consultar saldo, mas depois apareceu erro em notificações.",9,Serviços,"Precisei repetir algumas etapas para concluir. Tentei consultar saldo e dashboard travou duas vezes. dashboard demorou para responder. Consegui consultar saldo, mas depois apareceu erro em notificações.",False,"Precisei repetir algumas etapas para concluir. Tentei consultar saldo e dashboard travou duas vezes. dashboard demorou para responder. Consegui consultar saldo, mas depois apareceu erro em notificações."
Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação.,4,Produto,Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação.,False,Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação.
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei baixar relatório e extrato travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. atendimnto vcs",1,Produto,"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei baixar relatório e extrato travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. atendimnto vcs",False,"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei baixar relatório e extrato travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. atendimnto vcs"
"Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",6,Pós-venda,"Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",False,"Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou."
"Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e API travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum",3,Serviços,"Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e API travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum",False,"Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e API travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. naum"
usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples.,3,Produto,usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples.,False,usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples.
O carregamento dos relatórios demorou. limite demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações.,4,Suporte,O carregamento dos relatórios demorou. limite demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações.,False,O carregamento dos relatórios demorou. limite demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações.
