comentario,nota,responsavel,comentario_stem_porter
Recebi erro enquanto tentava atualizar cadastro. usabilidade demorou para responder. Tentei atualizar cadastro e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. O carregamento dos relatórios demorou.,10,Serviços,recebi erro enquanto tentava atualizar cadastro usabilidad demor para respond tentei atualizar cadastro e usabilidad travou dua veze depoi da atualizacao usabilidad ficou mai simpl o carregamento do relatorio demor
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. API demorou para responder. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",3,Suporte,o carregamento do relatorio demor as notificaco chegaram atrasada api demor para respond consegui baixar relatorio ma depoi apareceu erro em cartao virtual
"Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em login.",9,Geral,depoi da atualizacao pagamento ficou mai simpl precisei repetir alguma etapa para concluir consegui integrar sistema ma depoi apareceu erro em login
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. platafroma,10,Suporte,as notificaco chegaram atrasada o suport pediu novament as mesma informaco platafroma
"Consegui consultar saldo, mas depois apareceu erro em login. chat demorou para responder. Precisei repetir algumas etapas para concluir. Tentei consultar saldo e chat travou duas vezes.",3,Suporte,consegui consultar saldo ma depoi apareceu erro em login chat demor para respond precisei repetir alguma etapa para concluir tentei consultar saldo e chat travou dua veze
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações.,9,Produto,precisei repetir alguma etapa para concluir tentei integrar sistema e onboard travou dua veze o suport pediu novament as mesma informaco
integração demorou para responder. Tentei emitir boleto e integração travou duas vezes. demoro,2,Suporte,integracao demor para respond tentei emitir boleto e integracao travou dua veze demoro
"Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Depois da atualização API ficou mais simples. Consegui consultar limite, mas depois apareceu erro em performance. API demorou para responder. O suporte pediu novamente as mesmas informações.",2,Produto,recebi erro enquanto tentava consultar limit precisei repetir alguma etapa para concluir depoi da atualizacao api ficou mai simpl consegui consultar limit ma depoi apareceu erro em perform api demor para respond o suport pediu novament as mesma informaco
"Tentei atualizar cadastro e login travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em performance.",3,Produto,tentei atualizar cadastro e login travou dua veze precisei repetir alguma etapa para concluir depoi da atualizacao login ficou mai simpl as notificaco chegaram atrasada consegui atualizar cadastro ma depoi apareceu erro em perform
Normal.,7,Suporte,normal
Regular.,2,Produto,regular
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. travano naum probelma,9,Serviços,o carregamento do relatorio demor as notificaco chegaram atrasada recebi erro enquanto tentava atualizar cadastro precisei repetir alguma etapa para concluir o atendimento resolveu rapido a solicitacao travano naum probelma
Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. onboarding demorou para responder. O carregamento dos relatórios demorou. travano,3,Produto,recebi erro enquanto tentava consultar limit o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada onboard demor para respond o carregamento do relatorio demor travano
Normal.,1,Pós-venda,normal
"Tentei fazer transferência e extrato travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em integração. sitema qdo ploblema",1,Suporte,tentei fazer transferencia e extrato travou dua veze o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao depoi da atualizacao extrato ficou mai simpl precisei repetir alguma etapa para concluir consegui fazer transferencia ma depoi apareceu erro em integracao sitema qdo ploblema
"Consegui fazer transferência, mas depois apareceu erro em notificações. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. demoro probelma",5,Serviços,consegui fazer transferencia ma depoi apareceu erro em notificaco recebi erro enquanto tentava fazer transferencia o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada o suport pediu novament as mesma informaco demoro probelma
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e onboarding travou duas vezes. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,8,Geral,o suport pediu novament as mesma informaco tentei consultar saldo e onboard travou dua veze onboard demor para respond depoi da atualizacao onboard ficou mai simpl o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada
chat demorou para responder. Tentei consultar limite e chat travou duas vezes. probelma sitema travano,2,Produto,chat demor para respond tentei consultar limit e chat travou dua veze probelma sitema travano
performance demorou para responder. Precisei repetir algumas etapas para concluir.,2,Produto,perform demor para respond precisei repetir alguma etapa para concluir
Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e cadastro travou duas vezes. ploblema,1,Suporte,depoi da atualizacao cadastro ficou mai simpl as notificaco chegaram atrasada o suport pediu novament as mesma informaco recebi erro enquanto tentava baixar relatorio precisei repetir alguma etapa para concluir tentei baixar relatorio e cadastro travou dua veze ploblema
As notificações chegaram atrasadas. Tentei consultar saldo e cadastro travou duas vezes. O carregamento dos relatórios demorou. msg,9,Serviços,as notificaco chegaram atrasada tentei consultar saldo e cadastro travou dua veze o carregamento do relatorio demor msg
"login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em limite.",4,Serviços,login demor para respond as notificaco chegaram atrasada consegui consultar limit ma depoi apareceu erro em limit
Ok.,5,Geral,ok
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei consultar limite e onboarding travou duas vezes. Consegui consultar limite, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou.",7,Produto,as notificaco chegaram atrasada precisei repetir alguma etapa para concluir o suport pediu novament as mesma informaco tentei consultar limit e onboard travou dua veze consegui consultar limit ma depoi apareceu erro em extrato o carregamento do relatorio demor
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em extrato. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",9,Suporte,recebi erro enquanto tentava emitir boleto consegui emitir boleto ma depoi apareceu erro em extrato as notificaco chegaram atrasada o suport pediu novament as mesma informaco o carregamento do relatorio demor
O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência.,4,Produto,o carregamento do relatorio demor recebi erro enquanto tentava fazer transferencia
Recebi erro enquanto tentava fazer transferência. onboarding demorou para responder. O suporte pediu novamente as mesmas informações. msg travano vcs,5,Suporte,recebi erro enquanto tentava fazer transferencia onboard demor para respond o suport pediu novament as mesma informaco msg travano vc
"Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. Consegui baixar relatório, mas depois apareceu erro em chat. Tentei baixar relatório e integração travou duas vezes.",10,Suporte,precisei repetir alguma etapa para concluir o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor recebi erro enquanto tentava baixar relatorio consegui baixar relatorio ma depoi apareceu erro em chat tentei baixar relatorio e integracao travou dua veze
Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e extrato travou duas vezes. O carregamento dos relatórios demorou. vcs travano,4,Serviços,depoi da atualizacao extrato ficou mai simpl precisei repetir alguma etapa para concluir tentei emitir boleto e extrato travou dua veze o carregamento do relatorio demor vc travano
