comentario,nota,responsavel,comentario_stem_snowball
"Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Depois da atualização API ficou mais simples. Consegui consultar limite, mas depois apareceu erro em performance. API demorou para responder. O suporte pediu novamente as mesmas informações.",2,Produto,receb erro enquant tent consult limit precis repet algum etap par conclu depo da atualizaca api fic mais simpl consegu consult limit mas depo aparec erro em performanc api demor par respond o suport ped nov as mesm informaco
"Tentei atualizar cadastro e login travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em performance.",3,Produto,tent atualiz cadastr e login trav duas vez precis repet algum etap par conclu depo da atualizaca login fic mais simpl as notificaco cheg atras consegu atualiz cadastr mas depo aparec erro em performanc
Normal.,7,Suporte,normal
Regular.,2,Produto,regul
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. travano naum probelma,9,Serviços,o carreg dos relatori demor as notificaco cheg atras receb erro enquant tent atualiz cadastr precis repet algum etap par conclu o atend resolv rap a solicitaca travan naum probelm
Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. onboarding demorou para responder. O carregamento dos relatórios demorou. travano,3,Produto,receb erro enquant tent consult limit o atend resolv rap a solicitaca as notificaco cheg atras onboarding demor par respond o carreg dos relatori demor travan
Normal.,1,Pós-venda,normal
"Tentei fazer transferência e extrato travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em integração. sitema qdo ploblema",1,Suporte,tent faz transferenc e extrat trav duas vez o carreg dos relatori demor o atend resolv rap a solicitaca depo da atualizaca extrat fic mais simpl precis repet algum etap par conclu consegu faz transferenc mas depo aparec erro em integraca sitem qdo ploblem
"Consegui fazer transferência, mas depois apareceu erro em notificações. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. demoro probelma",5,Serviços,consegu faz transferenc mas depo aparec erro em notificaco receb erro enquant tent faz transferenc o atend resolv rap a solicitaca as notificaco cheg atras o suport ped nov as mesm informaco demor probelm
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e onboarding travou duas vezes. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,8,Geral,o suport ped nov as mesm informaco tent consult sald e onboarding trav duas vez onboarding demor par respond depo da atualizaca onboarding fic mais simpl o atend resolv rap a solicitaca as notificaco cheg atras
chat demorou para responder. Tentei consultar limite e chat travou duas vezes. probelma sitema travano,2,Produto,chat demor par respond tent consult limit e chat trav duas vez probelm sitem travan
performance demorou para responder. Precisei repetir algumas etapas para concluir.,2,Produto,performanc demor par respond precis repet algum etap par conclu
Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e cadastro travou duas vezes. ploblema,1,Suporte,depo da atualizaca cadastr fic mais simpl as notificaco cheg atras o suport ped nov as mesm informaco receb erro enquant tent baix relatori precis repet algum etap par conclu tent baix relatori e cadastr trav duas vez ploblem
As notificações chegaram atrasadas. Tentei consultar saldo e cadastro travou duas vezes. O carregamento dos relatórios demorou. msg,9,Serviços,as notificaco cheg atras tent consult sald e cadastr trav duas vez o carreg dos relatori demor msg
"login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em limite.",4,Serviços,login demor par respond as notificaco cheg atras consegu consult limit mas depo aparec erro em limit
Ok.,5,Geral,ok
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei consultar limite e onboarding travou duas vezes. Consegui consultar limite, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou.",7,Produto,as notificaco cheg atras precis repet algum etap par conclu o suport ped nov as mesm informaco tent consult limit e onboarding trav duas vez consegu consult limit mas depo aparec erro em extrat o carreg dos relatori demor
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em extrato. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",9,Suporte,receb erro enquant tent emit bolet consegu emit bolet mas depo aparec erro em extrat as notificaco cheg atras o suport ped nov as mesm informaco o carreg dos relatori demor
O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência.,4,Produto,o carreg dos relatori demor receb erro enquant tent faz transferenc
Recebi erro enquanto tentava fazer transferência. onboarding demorou para responder. O suporte pediu novamente as mesmas informações. msg travano vcs,5,Suporte,receb erro enquant tent faz transferenc onboarding demor par respond o suport ped nov as mesm informaco msg travan vcs
"Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. Consegui baixar relatório, mas depois apareceu erro em chat. Tentei baixar relatório e integração travou duas vezes.",10,Suporte,precis repet algum etap par conclu o atend resolv rap a solicitaca o carreg dos relatori demor receb erro enquant tent baix relatori consegu baix relatori mas depo aparec erro em chat tent baix relatori e integraca trav duas vez
Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e extrato travou duas vezes. O carregamento dos relatórios demorou. vcs travano,4,Serviços,depo da atualizaca extrat fic mais simpl precis repet algum etap par conclu tent emit bolet e extrat trav duas vez o carreg dos relatori demor vcs travan
O carregamento dos relatórios demorou. Tentei baixar relatório e relatórios travou duas vezes. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. naum msg,1,Geral,o carreg dos relatori demor tent baix relatori e relatori trav duas vez depo da atualizaca relatori fic mais simpl as notificaco cheg atras o suport ped nov as mesm informaco receb erro enquant tent baix relatori naum msg
O carregamento dos relatórios demorou. usabilidade demorou para responder. platafroma bugou naum,7,Pós-venda,o carreg dos relatori demor usabil demor par respond platafrom bug naum
O atendimento resolveu rápido a solicitação. Tentei consultar limite e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. usabilidade demorou para responder. sitema ploblema travano,2,Produto,o atend resolv rap a solicitaca tent consult limit e usabil trav duas vez precis repet algum etap par conclu o carreg dos relatori demor usabil demor par respond sitem ploblem travan
Recebi erro enquanto tentava fazer transferência. chat demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,10,Serviços,receb erro enquant tent faz transferenc chat demor par respond o atend resolv rap a solicitaca o carreg dos relatori demor
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. performance demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. sitema naum atendimnto,6,Serviços,as notificaco cheg atras o atend resolv rap a solicitaca performanc demor par respond o carreg dos relatori demor precis repet algum etap par conclu o suport ped nov as mesm informaco sitem naum atendimnt
"Consegui baixar relatório, mas depois apareceu erro em extrato. notificações demorou para responder. O carregamento dos relatórios demorou. naum",4,Suporte,consegu baix relatori mas depo aparec erro em extrat notificaco demor par respond o carreg dos relatori demor naum
Achei estranho.,8,Serviços,ache estranh
Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. Depois da atualização cartão virtual ficou mais simples. travano probelma,9,Geral,precis repet algum etap par conclu carta virtual demor par respond depo da atualizaca carta virtual fic mais simpl travan probelm
"O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em integração. O suporte pediu novamente as mesmas informações.",9,Pós-venda,o carreg dos relatori demor consegu baix relatori mas depo aparec erro em integraca o suport ped nov as mesm informaco
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório.,3,Geral,as notificaco cheg atras o carreg dos relatori demor precis repet algum etap par conclu receb erro enquant tent baix relatori
