comentario,nota,responsavel,comentario_lemma
"O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em API. Tentei atualizar cadastro e onboarding travou duas vezes. travano",8,Produto,"o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar atualizar cadastro . Consegui atualizar cadastro , mas depois aparecer erro em API . Tentei atualizar cadastro e onboarding travar dois vez . travano"
As notificações chegaram atrasadas. Tentei integrar sistema e integração travou duas vezes. platafroma,6,Serviços,o notificação chegar atrasado . Tentei integrar sistema e integração travar dois vez . platafroma
"Consegui integrar sistema, mas depois apareceu erro em onboarding. Depois da atualização cartão virtual ficou mais simples. atendimnto demoro probelma",10,Produto,"Consegui integrar sistema , mas depois aparecer erro em onboarding . depois de o atualização cartão virtual ficar mais simples . atendimnto demoro probelma"
Recebi erro enquanto tentava atualizar cadastro. usabilidade demorou para responder. Tentei atualizar cadastro e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. O carregamento dos relatórios demorou.,10,Serviços,Recebi erro enquanto tentar atualizar cadastro . usabilidade demorar para responder . Tentei atualizar cadastro e usabilidade travar dois vez . depois de o atualização usabilidade ficar mais simples . o carregamento de o relatório demorar .
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. API demorou para responder. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",3,Suporte,"o carregamento de o relatório demorar . o notificação chegar atrasado . API demorar para responder . Consegui baixar relatório , mas depois aparecer erro em cartão virtual ."
"Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em login.",9,Geral,"depois de o atualização pagamento ficar mais simples . Precisei repetir algum etapa para concluir . Consegui integrar sistema , mas depois aparecer erro em login ."
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. platafroma,10,Suporte,o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . platafroma
"Consegui consultar saldo, mas depois apareceu erro em login. chat demorou para responder. Precisei repetir algumas etapas para concluir. Tentei consultar saldo e chat travou duas vezes.",3,Suporte,"Consegui consultar saldo , mas depois aparecer erro em login . chat demorar para responder . precisei repetir algum etapa para concluir . Tentei consultar saldo e chat travar dois vez ."
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações.,9,Produto,precisei repetir algum etapa para concluir . Tentei integrar sistema e onboarding travar dois vez . o suporte pedir novamente o mesmo informação .
integração demorou para responder. Tentei emitir boleto e integração travou duas vezes. demoro,2,Suporte,integração demorar para responder . Tentei emitir boleto e integração travar dois vez . demoro
"Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Depois da atualização API ficou mais simples. Consegui consultar limite, mas depois apareceu erro em performance. API demorou para responder. O suporte pediu novamente as mesmas informações.",2,Produto,"Recebi erro enquanto tentar consultar limite . Precisei repetir algum etapa para concluir . depois de o atualização API ficar mais simples . Consegui consultar limite , mas depois aparecer erro em performance . API demorar para responder . o suporte pedir novamente o mesmo informação ."
"Tentei atualizar cadastro e login travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em performance.",3,Produto,"Tentei atualizar cadastro e login travar dois vez . Precisei repetir algum etapa para concluir . depois de o atualização login ficar mais simples . o notificação chegar atrasado . Consegui atualizar cadastro , mas depois aparecer erro em performance ."
Normal.,7,Suporte,normal .
Regular.,2,Produto,Regular .
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. travano naum probelma,9,Serviços,o carregamento de o relatório demorar . o notificação chegar atrasado . Recebi erro enquanto tentar atualizar cadastro . precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . travano naum probelma
Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. onboarding demorou para responder. O carregamento dos relatórios demorou. travano,3,Produto,Recebi erro enquanto tentar consultar limite . o atendimento resolver rápido o solicitação . o notificação chegar atrasado . onboarding demorar para responder . o carregamento de o relatório demorar . travano
Normal.,1,Pós-venda,normal .
"Tentei fazer transferência e extrato travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em integração. sitema qdo ploblema",1,Suporte,"Tentei fazer transferência e extrato travar dois vez . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . depois de o atualização extrato ficar mais simples . Precisei repetir algum etapa para concluir . Consegui fazer transferência , mas depois aparecer erro em integração . sitema qdo ploblema"
"Consegui fazer transferência, mas depois apareceu erro em notificações. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. demoro probelma",5,Serviços,"Consegui fazer transferência , mas depois aparecer erro em notificação . Recebi erro enquanto tentar fazer transferência . o atendimento resolver rápido o solicitação . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . demoro probelma"
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e onboarding travou duas vezes. onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,8,Geral,o suporte pedir novamente o mesmo informação . Tentei consultar saldo e onboarding travar dois vez . onboarding demorar para responder . depois de o atualização onboarding ficar mais simples . o atendimento resolver rápido o solicitação . o notificação chegar atrasado .
chat demorou para responder. Tentei consultar limite e chat travou duas vezes. probelma sitema travano,2,Produto,chat demorar para responder . Tentei consultar limite e chat travar dois vez . probelma sitema travano
performance demorou para responder. Precisei repetir algumas etapas para concluir.,2,Produto,performance demorar para responder . precisei repetir algum etapa para concluir .
Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Tentei baixar relatório e cadastro travou duas vezes. ploblema,1,Suporte,depois de o atualização cadastro ficar mais simples . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar baixar relatório . Precisei repetir algum etapa para concluir . Tentei baixar relatório e cadastro travar dois vez . ploblema
As notificações chegaram atrasadas. Tentei consultar saldo e cadastro travou duas vezes. O carregamento dos relatórios demorou. msg,9,Serviços,o notificação chegar atrasado . Tentei consultar saldo e cadastro travar dois vez . o carregamento de o relatório demorar . msg
"login demorou para responder. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em limite.",4,Serviços,"login demorar para responder . o notificação chegar atrasado . Consegui consultar limite , mas depois aparecer erro em limite ."
