comentario,nota,responsavel
As notificações chegaram atrasadas. notificações demorou para responder. Tentei consultar saldo e notificações travou duas vezes.,1,Geral
Tentei atualizar cadastro e performance travou duas vezes. O suporte pediu novamente as mesmas informações.,7,Produto
O carregamento dos relatórios demorou. Depois da atualização cadastro ficou mais simples. O suporte pediu novamente as mesmas informações. atendimnto,5,Suporte
"O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em API. performance demorou para responder. Precisei repetir algumas etapas para concluir.",7,Suporte
dashboard demorou para responder. Depois da atualização dashboard ficou mais simples. O atendimento resolveu rápido a solicitação.,6,Geral
Precisei repetir algumas etapas para concluir. Tentei integrar sistema e integração travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. qdo,6,Suporte
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,7,Serviços
"O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em performance. As notificações chegaram atrasadas. Recebi erro enquanto tentava integrar sistema.",2,Suporte
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. naum probelma demoro,1,Serviços
Precisei repetir algumas etapas para concluir. Depois da atualização relatórios ficou mais simples. Recebi erro enquanto tentava emitir boleto.,2,Produto
Tentei baixar relatório e relatórios travou duas vezes. O carregamento dos relatórios demorou. Depois da atualização relatórios ficou mais simples. O atendimento resolveu rápido a solicitação. relatórios demorou para responder. Precisei repetir algumas etapas para concluir. bugou,0,Produto
Achei estranho.,1,Suporte
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. travano,8,Serviços
As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. extrato demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. sitema naum msg,10,Pós-venda
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Depois da atualização integração ficou mais simples. Recebi erro enquanto tentava atualizar cadastro. msg ploblema,3,Serviços
Tudo certo.,1,Suporte
"Precisei repetir algumas etapas para concluir. Tentei consultar saldo e dashboard travou duas vezes. Consegui consultar saldo, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.",0,Serviços
"O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em login. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. integração demorou para responder. travano",3,Suporte
O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. Tentei fazer transferência e login travou duas vezes. login demorou para responder. O atendimento resolveu rápido a solicitação.,6,Produto
cartão virtual demorou para responder. O carregamento dos relatórios demorou. Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. msg platafroma qdo,5,Geral
"Consegui acompanhar pagamento, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir.",6,Produto
Tudo certo.,3,Suporte
Normal.,9,Serviços
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e relatórios travou duas vezes. bugou,9,Suporte
"Consegui acompanhar pagamento, mas depois apareceu erro em chat. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. performance demorou para responder. travano atendimnto ploblema",7,Suporte
"Consegui baixar relatório, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. bugou",8,Suporte
"chat demorou para responder. Consegui consultar limite, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. platafroma",4,Suporte
Depois da atualização integração ficou mais simples. integração demorou para responder. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.,10,Produto
Tentei consultar saldo e login travou duas vezes. Precisei repetir algumas etapas para concluir.,8,Produto
Sem comentários.,3,Geral
Tentei baixar relatório e login travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples.,8,Suporte
Tudo certo.,4,Suporte
"Consegui fazer transferência, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",2,Geral
Tudo certo.,6,Suporte
Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. platafroma qdo travano,3,Produto
Recebi erro enquanto tentava integrar sistema. O carregamento dos relatórios demorou. Tentei integrar sistema e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,1,Serviços
"O atendimento resolveu rápido a solicitação. Tentei consultar saldo e pagamentos travou duas vezes. Consegui consultar saldo, mas depois apareceu erro em relatórios.",1,Suporte
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Consegui acompanhar pagamento, mas depois apareceu erro em API. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava acompanhar pagamento.",6,Serviços
"Consegui emitir boleto, mas depois apareceu erro em login. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.",1,Serviços
Regular.,5,Produto
extrato demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. bugou,7,Geral
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e performance travou duas vezes. As notificações chegaram atrasadas.,4,Suporte
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei consultar limite e dashboard travou duas vezes. Depois da atualização dashboard ficou mais simples. vcs demoro travano,4,Produto
Tudo certo.,6,Geral
relatórios demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,1,Produto
"O suporte pediu novamente as mesmas informações. Consegui emitir boleto, mas depois apareceu erro em limite. Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir.",6,Suporte
Depois da atualização cartão virtual ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,2,Produto
O atendimento resolveu rápido a solicitação. extrato demorou para responder. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização extrato ficou mais simples.,9,Serviços
"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em cartão virtual. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. qdo platafroma probelma",9,Serviços
"dashboard demorou para responder. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em onboarding. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. sitema vcs",4,Produto
Tentei consultar limite e cartão virtual travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. Depois da atualização cartão virtual ficou mais simples. cartão virtual demorou para responder. qdo demoro sitema,9,Produto
"O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em dashboard.",5,Pós-venda
Depois da atualização notificações ficou mais simples. O carregamento dos relatórios demorou. notificações demorou para responder. Precisei repetir algumas etapas para concluir. Tentei integrar sistema e notificações travou duas vezes.,9,Produto
"O atendimento resolveu rápido a solicitação. Depois da atualização performance ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em API. O suporte pediu novamente as mesmas informações.",1,Suporte
