comentario,nota,responsavel
precis repet algum etap conclu receb erro enquant tent emit bolet atualizaca carta virtual fic simpl consegu emit bolet aparec erro pagament,0,Serviços
receb erro enquant tent emit bolet consegu emit bolet aparec erro pagament tent emit bolet api trav duas vez atualizaca api fic simpl notificaco cheg atras precis repet algum etap conclu sitem msg,9,Suporte
atend resolv rap solicitaca consegu consult limit aparec erro performanc notificaco cheg atras,0,Suporte
consegu consult sald aparec erro relatori carreg relatori demor tent consult sald dashboard trav duas vez,1,Suporte
receb erro enquant tent atualiz cadastr carreg relatori demor atualizaca integraca fic simpl tent atualiz cadastr integraca trav duas vez demor ploblem,7,Suporte
consegu acompanh pagament aparec erro limit chat demor respond tent acompanh pagament chat trav duas vez precis repet algum etap conclu atualizaca chat fic simpl receb erro enquant tent acompanh pagament,3,Serviços
receb erro enquant tent consult limit consegu consult limit aparec erro integraca carreg relatori demor atualizaca login fic simpl,0,Serviços
notificaco cheg atras atend resolv rap solicitaca atualizaca dashboard fic simpl carreg relatori demor tent acompanh pagament dashboard trav duas vez suport ped nov mesm informaco travan,2,Suporte
suport ped nov mesm informaco precis repet algum etap conclu atend resolv rap solicitaca,1,Geral
pagament demor respond receb erro enquant tent emit bolet precis repet algum etap conclu platafrom atendimnt,5,Produto
atualizaca integraca fic simpl suport ped nov mesm informaco receb erro enquant tent baix relatori tent baix relatori integraca trav duas vez ploblem demor qdo,8,Produto
carreg relatori demor tent integr performanc trav duas vez suport ped nov mesm informaco performanc demor respond receb erro enquant tent integr platafrom naum,5,Suporte
consegu acompanh pagament aparec erro onboarding notificaco cheg atras atend resolv rap solicitaca,2,Geral
receb erro enquant tent emit bolet consegu emit bolet aparec erro onboarding,1,Pós-venda
atend resolv rap solicitaca consegu consult limit aparec erro cadastr carta virtual demor respond msg qdo,6,Geral
atualizaca pagament fic simpl tent consult limit pagament trav duas vez receb erro enquant tent consult limit pagament demor respond consegu consult limit aparec erro limit precis repet algum etap conclu,9,Serviços
atend resolv rap solicitaca atualizaca integraca fic simpl carreg relatori demor integraca demor respond suport ped nov mesm informaco,8,Serviços
suport ped nov mesm informaco carreg relatori demor tent acompanh pagament api trav duas vez,9,Produto
integraca demor respond consegu integr aparec erro carta virtual atend resolv rap solicitaca,9,Pós-venda
suport ped nov mesm informaco notificaco demor respond atualizaca notificaco fic simpl tent baix relatori notificaco trav duas vez notificaco cheg atras atend resolv rap solicitaca qdo,9,Pós-venda
chat demor respond atend resolv rap solicitaca tent faz transferenc chat trav duas vez atualizaca chat fic simpl msg vcs naum,0,Produto
suport ped nov mesm informaco atend resolv rap solicitaca cadastr demor respond receb erro enquant tent emit bolet,1,Geral
precis repet algum etap conclu atend resolv rap solicitaca consegu faz transferenc aparec erro extrat carreg relatori demor suport ped nov mesm informaco receb erro enquant tent faz transferenc bug ploblem msg,10,Produto
precis repet algum etap conclu atend resolv rap solicitaca consegu consult sald aparec erro carta virtual,0,Suporte
atend resolv rap solicitaca performanc demor respond receb erro enquant tent acompanh pagament notificaco cheg atras,7,Suporte
atend resolv rap solicitaca suport ped nov mesm informaco,5,Serviços
atualizaca performanc fic simpl notificaco cheg atras atend resolv rap solicitaca suport ped nov mesm informaco consegu faz transferenc aparec erro carta virtual demor travan,0,Serviços
tent consult sald dashboard trav duas vez atend resolv rap solicitaca suport ped nov mesm informaco precis repet algum etap conclu sitem,3,Serviços
precis repet algum etap conclu atualizaca usabil fic simpl tent integr usabil trav duas vez consegu integr aparec erro dashboard atend resolv rap solicitaca receb erro enquant tent integr,1,Suporte
carreg relatori demor suport ped nov mesm informaco precis repet algum etap conclu notificaco demor respond receb erro enquant tent consult limit tent consult limit notificaco trav duas vez naum platafrom msg,0,Produto
receb erro enquant tent baix relatori tent baix relatori pagament trav duas vez consegu baix relatori aparec erro onboarding vcs platafrom,0,Suporte
carreg relatori demor notificaco cheg atras atendimnt msg,4,Geral
tent atualiz cadastr pagament trav duas vez pagament demor respond receb erro enquant tent atualiz cadastr precis repet algum etap conclu atend resolv rap solicitaca carreg relatori demor,4,Produto
notificaco cheg atras carreg relatori demor atualizaca login fic simpl suport ped nov mesm informaco receb erro enquant tent consult limit consegu consult limit aparec erro onboarding bug qdo,9,Produto
atualizaca cadastr fic simpl cadastr demor respond,8,Produto
notificaco cheg atras consegu consult limit aparec erro login,3,Suporte
notificaco cheg atras carreg relatori demor ploblem naum,9,Serviços
notificaco cheg atras chat demor respond demor vcs travan,0,Produto
suport ped nov mesm informaco notificaco cheg atras atualizaca onboarding fic simpl precis repet algum etap conclu carreg relatori demor,1,Produto
notificaco cheg atras atend resolv rap solicitaca,6,Suporte
suport ped nov mesm informaco precis repet algum etap conclu carreg relatori demor notificaco cheg atras,7,Suporte
atend resolv rap solicitaca suport ped nov mesm informaco notificaco cheg atras carreg relatori demor precis repet algum etap conclu probelm sitem,1,Serviços
suport ped nov mesm informaco carreg relatori demor,8,Serviços
tent acompanh pagament login trav duas vez consegu acompanh pagament aparec erro api precis repet algum etap conclu,8,Geral
tent consult limit onboarding trav duas vez consegu consult limit aparec erro limit platafrom msg bug,3,Geral
tent emit bolet onboarding trav duas vez notificaco cheg atras precis repet algum etap conclu receb erro enquant tent emit bolet,5,Serviços
notificaco cheg atras carreg relatori demor tent acompanh pagament cadastr trav duas vez precis repet algum etap conclu,3,Serviços
tent faz transferenc api trav duas vez consegu faz transferenc aparec erro cadastr suport ped nov mesm informaco atualizaca api fic simpl api demor respond atend resolv rap solicitaca,0,Serviços
precis repet algum etap conclu notificaco cheg atras receb erro enquant tent atualiz cadastr tent atualiz cadastr notificaco trav duas vez suport ped nov mesm informaco notificaco demor respond,5,Produto
suport ped nov mesm informaco atend resolv rap solicitaca precis repet algum etap conclu dashboard demor respond,4,Serviços
precis repet algum etap conclu notificaco cheg atras,10,Pós-venda
notificaco cheg atras tent consult limit pagament trav duas vez consegu consult limit aparec erro usabil pagament demor respond atend resolv rap solicitaca,0,Serviços
suport ped nov mesm informaco usabil demor respond carreg relatori demor atualizaca usabil fic simpl tent integr usabil trav duas vez consegu integr aparec erro cadastr bug naum,10,Serviços
atend resolv rap solicitaca consegu emit bolet aparec erro extrat suport ped nov mesm informaco,2,Serviços
tent emit bolet pagament trav duas vez receb erro enquant tent emit bolet atualizaca pagament fic simpl carreg relatori demor suport ped nov mesm informaco sitem naum ploblem,5,Geral
atualizaca notificaco fic simpl notificaco demor respond atend resolv rap solicitaca notificaco cheg atras precis repet algum etap conclu receb erro enquant tent consult limit,2,Produto
atualizaca extrat fic simpl suport ped nov mesm informaco demor,10,Produto
notificaco cheg atras precis repet algum etap conclu carreg relatori demor consegu faz transferenc aparec erro dashboard atualizaca integraca fic simpl atend resolv rap solicitaca probelm atendimnt qdo,7,Serviços
atend resolv rap solicitaca suport ped nov mesm informaco cadastr demor respond demor ploblem msg,8,Geral
pagament demor respond atend resolv rap solicitaca atualizaca pagament fic simpl precis repet algum etap conclu receb erro enquant tent integr qdo probelm,0,Suporte
atend resolv rap solicitaca tent faz transferenc login trav duas vez ploblem naum demor,2,Suporte
receb erro enquant tent consult sald notificaco cheg atras,0,Suporte
notificaco cheg atras receb erro enquant tent consult sald suport ped nov mesm informaco atualizaca api fic simpl,4,Suporte
receb erro enquant tent atualiz cadastr atualizaca chat fic simpl ploblem,1,Suporte
carreg relatori demor atualizaca carta virtual fic simpl,3,Geral
precis repet algum etap conclu atualizaca login fic simpl naum,7,Serviços
suport ped nov mesm informaco atualizaca cadastr fic simpl tent baix relatori cadastr trav duas vez carreg relatori demor,1,Suporte
receb erro enquant tent consult limit tent consult limit cadastr trav duas vez travan,4,Geral
atend resolv rap solicitaca precis repet algum etap conclu sitem platafrom,5,Serviços
receb erro enquant tent consult limit limit demor respond tent consult limit limit trav duas vez,6,Suporte
precis repet algum etap conclu notificaco cheg atras atend resolv rap solicitaca,1,Geral
tent consult limit limit trav duas vez receb erro enquant tent consult limit suport ped nov mesm informaco atend resolv rap solicitaca limit demor respond naum demor travan,2,Geral
consegu emit bolet aparec erro usabil atualizaca relatori fic simpl atend resolv rap solicitaca carreg relatori demor notificaco cheg atras,10,Suporte
carreg relatori demor atualizaca chat fic simpl precis repet algum etap conclu,8,Suporte
consegu consult sald aparec erro pagament carreg relatori demor notificaco cheg atras precis repet algum etap conclu receb erro enquant tent consult sald tent consult sald extrat trav duas vez,7,Suporte
notificaco cheg atras precis repet algum etap conclu qdo vcs demor,1,Produto
atend resolv rap solicitaca precis repet algum etap conclu tent acompanh pagament relatori trav duas vez notificaco cheg atras receb erro enquant tent acompanh pagament,10,Pós-venda
receb erro enquant tent integr precis repet algum etap conclu consegu integr aparec erro cadastr tent integr performanc trav duas vez performanc demor respond ploblem naum travan,9,Produto
notificaco cheg atras consegu acompanh pagament aparec erro notificaco,6,Produto
atualizaca carta virtual fic simpl carreg relatori demor carta virtual demor respond consegu emit bolet aparec erro login tent emit bolet carta virtual trav duas vez,5,Geral
limit demor respond precis repet algum etap conclu receb erro enquant tent faz transferenc consegu faz transferenc aparec erro relatori atend resolv rap solicitaca suport ped nov mesm informaco,6,Suporte
notificaco cheg atras atend resolv rap solicitaca suport ped nov mesm informaco consegu acompanh pagament aparec erro performanc,6,Produto
atend resolv rap solicitaca carreg relatori demor consegu atualiz cadastr aparec erro relatori receb erro enquant tent atualiz cadastr notificaco cheg atras suport ped nov mesm informaco,9,Suporte
carreg relatori demor atend resolv rap solicitaca receb erro enquant tent faz transferenc notificaco cheg atras performanc demor respond suport ped nov mesm informaco,10,Serviços
